device_src,flow,mean_n_packets_ida,stdev_n_packets_ida,mean_n_bytes_ida,stdev_n_bytes_ida,mean_timestamp_start_ida,stdev_timestamp_start_ida,mean_timestamp_end_ida,stdev_timestamp_end_ida,mean_inter_arrival_ida,stdev_inter_arrival_ida,mean_n_packets_volta,stdev_n_packets_volta,mean_n_bytes_volta,stdev_n_bytes_volta,mean_timestamp_start_volta,stdev_timestamp_start_volta,mean_timestamp_end_volta,stdev_timestamp_end_volta,mean_inter_arrival_volta,stdev_inter_arrival_volta,n_packets_total,n_bytes_total
14:cc:20:51:33:ea,111.206.200.2192.168.1.239,2.0,1.7320508075688772,67.75,117.34644221279143,1474967574.803362,376.2939197613369,1474967575.237403,376.73024135777456,0.17818225,0.3086207100069396,2.25,2.165063509461097,189.0,327.3576026305178,1474967575.6261816,376.20367091381263,1474967576.1889148,376.7690928392483,0.0732,0.12678611911404183,17,1027
14:cc:20:51:33:ea,111.206.200.2192.168.1.239,2.3333333333333335,1.8856180831641267,90.33333333333333,127.7506251343696,1474969218.1266518,176.5581477263401,1474969219.1840713,177.6342587322135,0.37405099999999997,0.5289879972192186,2.6666666666666665,2.3570226039551585,252.0,356.38181771801993,1474969218.9185855,176.54453115008724,1474969219.863101,177.507034012579,0.2260323333333333,0.3196579913348362,15,1027
14:cc:20:51:33:ea,111.206.200.2192.168.1.239,2.6666666666666665,2.3570226039551585,90.33333333333333,127.7506251343696,1474971387.3228624,176.44322128376893,1474971389.0594032,178.2114431794047,0.24266100000000002,0.3431744772590176,3.0,2.8284271247461903,252.33333333333334,356.853222238811,1474971387.9668405,176.11804644469075,1474971389.5708477,177.7518633832756,0.11145133333333333,0.1576159871445646,17,1028
14:cc:20:51:33:ea,111.206.200.2192.168.1.239,2.3333333333333335,1.8856180831641267,90.33333333333333,127.7506251343696,1474969941.421606,176.3785250376023,1474969942.3308794,177.30379408392076,0.30971,0.4379960824025713,2.6666666666666665,2.3570226039551585,252.0,356.38181771801993,1474969941.9284508,176.4000783827443,1474969942.8785565,177.3675909375272,0.23368366666666665,0.33047861070507356,15,1027
14:cc:20:51:33:ea,111.206.200.2192.168.1.239,1.0,0.0,0.0,0.0,1474903160.2611725,284.31942648433335,1474903160.2611725,284.31942648433335,0.0,0.0,0.125,0.33071891388307384,0.0,0.0,184362812.26829964,487778152.27040875,184362812.26829964,487778152.27040875,0.0,0.0,9,0
08:21:ef:3b:fc:e3,111.206.200.2192.168.1.239,1.5,1.6583123951777,78.0,112.67874688689079,737478228.2688992,737478228.3043197,737478228.4193316,737478228.454754,0.07404425,0.12817913033792788,4.25,5.0682837331783235,319.75,447.0611675151399,1474961627.038934,8887.516630358981,1474961630.3476915,8889.18427975231,0.2437765,0.2583698625502789,23,1591
08:21:ef:3b:fc:e3,111.206.200.2192.168.1.239,1.3333333333333333,1.8856180831641267,90.33333333333333,127.7506251343696,491634065.4691064,695275563.1110324,491634065.68305534,695275563.4136019,0.09835700000000001,0.1390978033543305,4.666666666666667,5.185449728701348,392.3333333333333,460.09081229204696,1474902217.4008758,28.122337595066657,1474902221.2375858,24.204825379232112,0.11222166666666666,0.15870540299211267,18,1448
08:21:ef:3b:fc:e3,111.206.200.2192.168.1.239,2.0,1.8708286933869707,78.0,112.67874688689079,1106203913.759525,638667127.4495648,1106203914.228924,638667127.7205722,0.236944,0.26562302739126364,4.5,4.9749371855331,457.5,656.3141397227398,1474940327.3632112,9407.942629032525,1474940330.345138,9409.25961432596,0.3208295,0.3208337049543735,26,2142
08:21:ef:3b:fc:e3,111.206.200.2192.168.1.239,1.5,1.6583123951777,78.0,112.67874688689079,737456569.9832815,737456570.0199924,737456570.2945788,737456570.3312894,0.23425225,0.2644585860398325,4.25,4.548351349665063,319.75,417.8129814881294,1474918357.0724702,9020.357467361324,1474918360.0538454,9021.698589968486,0.2446605,0.2675096714742291,23,1591
e0:76:d0:33:bb:85,127.0.0.1192.168.1.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,380.0,0.0,1474941892.8948553,24905.815700139283,1474941892.8960736,24905.815811138782,7.01830985915493e-05,3.548548993648718e-05,355,26980
44:65:0d:56:cc:d3,129.6.15.30192.168.1.240,1.0,0.0,56.0,0.0,1474968438.9051242,58.1274269013218,1474968438.9051242,58.1274269013218,0.0,0.0,1.0,0.0,56.0,0.0,1474968438.6108053,58.11836912987071,1474968438.6108053,58.11836912987071,0.0,0.0,8,448
44:65:0d:56:cc:d3,129.6.15.30192.168.1.240,0.6666666666666666,0.4714045207910317,37.333333333333336,26.398653164297777,983271415.6725227,695277885.7689377,983271415.6725227,695277885.7689377,0.0,0.0,1.0,0.0,56.0,0.0,1474907149.887908,43.68878943816586,1474907149.887908,43.68878943816586,0.0,0.0,5,280
44:65:0d:56:cc:d3,129.6.15.30192.168.1.240,1.0,0.0,56.0,0.0,1474921072.829404,1058.2117649360355,1474921072.829404,1058.2117649360355,0.0,0.0,1.0,0.0,56.0,0.0,1474921072.535861,1058.2113810102355,1474921072.535861,1058.2113810102355,0.0,0.0,32,1792
44:65:0d:56:cc:d3,129.6.15.30192.168.1.240,0.6666666666666666,0.4714045207910317,37.333333333333336,26.398653164297777,983322989.8577107,695314354.2250183,983322989.8577107,695314354.2250183,0.0,0.0,1.0,0.0,56.0,0.0,1474984511.0248127,43.28511234042768,1474984511.0248127,43.28511234042768,0.0,0.0,5,280
44:65:0d:56:cc:d3,129.6.15.30192.168.1.240,0.6666666666666666,0.4714045207910317,37.333333333333336,26.398653164297777,983305606.0950565,695302062.048563,983305606.0950565,695302062.048563,0.0,0.0,1.0,0.0,56.0,0.0,1474958434.6348581,41.89784621707935,1474958434.6348581,41.89784621707935,0.0,0.0,5,280
44:65:0d:56:cc:d3,129.6.15.30192.168.1.240,1.0,0.0,56.0,0.0,1474949110.585231,44.382837018218574,1474949110.585231,44.382837018218574,0.0,0.0,1.0,0.0,56.0,0.0,1474949110.2910235,44.37368049026412,1474949110.2910235,44.37368049026412,0.0,0.0,6,336
44:65:0d:56:cc:d3,129.6.15.30192.168.1.240,0.8333333333333334,0.37267799624996495,46.666666666666664,20.869967789998036,1229110073.4114792,549674735.1955693,1229110073.4114792,549674735.1955693,0.0,0.0,1.0,0.0,56.0,0.0,1474932114.700271,91.99253638175529,1474932114.700271,91.99253638175529,0.0,0.0,11,616
44:65:0d:56:cc:d3,129.6.15.30192.168.1.240,1.0,0.0,56.0,0.0,1474912628.0621576,57.33061810571636,1474912628.0621576,57.33061810571636,0.0,0.0,1.0,0.0,56.0,0.0,1474912627.77924,57.33139279949851,1474912627.77924,57.33139279949851,0.0,0.0,8,448
44:65:0d:56:cc:d3,131.107.13.100192.168.1.240,1.0,0.0,56.0,0.0,1474912025.7653332,42.339786622605004,1474912025.7653332,42.339786622605004,0.0,0.0,1.0,0.0,56.0,0.0,1474912025.598636,42.33987572208474,1474912025.598636,42.33987572208474,0.0,0.0,6,336
44:65:0d:56:cc:d3,132.163.4.101192.168.1.240,1.0,0.0,56.0,0.0,1474960148.1118536,946.2300187226354,1474960148.1118536,946.2300187226354,0.0,0.0,1.0,0.0,56.0,0.0,1474960147.8995702,946.2290233175121,1474960147.8995702,946.2290233175121,0.0,0.0,30,1680
44:65:0d:56:cc:d3,132.163.4.101192.168.1.240,1.0,0.0,56.0,0.0,1474907965.2848642,90.2099288805375,1474907965.2848642,90.2099288805375,0.0,0.0,1.0,0.0,56.0,0.0,1474907965.0753984,90.21001142855012,1474907965.0753984,90.21001142855012,0.0,0.0,12,672
44:65:0d:56:cc:d3,132.163.4.101192.168.1.240,1.0,0.0,56.0,0.0,1474913751.230581,394.14280449207087,1474913751.230581,394.14280449207087,0.0,0.0,1.0,0.0,56.0,0.0,1474913751.020988,394.14281184514743,1474913751.020988,394.14281184514743,0.0,0.0,20,1120
44:65:0d:56:cc:d3,132.163.4.101192.168.1.240,1.0,0.0,56.0,0.0,1474924123.3540814,395.37087794360485,1474924123.3540814,395.37087794360485,0.0,0.0,1.0,0.0,56.0,0.0,1474924123.1407268,395.37348073418536,1474924123.1407268,395.37348073418536,0.0,0.0,20,1120
44:65:0d:56:cc:d3,132.163.4.101192.168.1.240,1.0,0.0,56.0,0.0,1474976345.7845263,58.20492097602918,1474976345.7845263,58.20492097602918,0.0,0.0,1.0,0.0,56.0,0.0,1474976345.612424,58.20498597386429,1474976345.612424,58.20498597386429,0.0,0.0,8,448
44:65:0d:56:cc:d3,132.163.4.101192.168.1.240,1.0,0.0,56.0,0.0,1474901341.9749644,90.56983254942527,1474901341.9749644,90.56983254942527,0.0,0.0,1.0,0.0,56.0,0.0,1474901341.7653883,90.5697968517838,1474901341.7653883,90.5697968517838,0.0,0.0,12,672
44:65:0d:56:cc:d3,132.163.4.101192.168.1.240,1.0,0.0,56.0,0.0,1474969242.998171,59.704131219484786,1474969242.998171,59.704131219484786,0.0,0.0,1.0,0.0,56.0,0.0,1474969242.8261275,59.70414779433578,1474969242.8261275,59.70414779433578,0.0,0.0,8,448
44:65:0d:56:cc:d3,132.163.4.101192.168.1.240,1.0,0.0,56.0,0.0,1474936391.8174744,2682.9878637014567,1474936391.8174744,2682.9878637014567,0.0,0.0,1.0,0.0,56.0,0.0,1474936391.6037745,2682.9849476521863,1474936391.6037745,2682.9849476521863,0.0,0.0,64,3584
44:65:0d:56:cc:d3,138.236.128.36192.168.1.240,1.0,0.0,56.0,0.0,1474950608.1247547,1883.6644678309221,1474950608.1247547,1883.6644678309221,0.0,0.0,1.0,0.0,56.0,0.0,1474950607.927063,1883.6644413068364,1474950607.927063,1883.6644413068364,0.0,0.0,48,2688
44:65:0d:56:cc:d3,138.236.128.36192.168.1.240,1.0,0.0,56.0,0.0,1474972321.5072668,3803.3264146528995,1474972321.5072668,3803.3264146528995,0.0,0.0,1.0,0.0,56.0,0.0,1474972321.3263814,3803.32251965733,1474972321.3263814,3803.32251965733,0.0,0.0,88,4928
44:65:0d:56:cc:d3,138.236.128.36192.168.1.240,1.0,0.0,56.0,0.0,1474921479.583216,12595.847208374042,1474921479.583216,12595.847208374042,0.0,0.0,1.0,0.0,56.0,0.0,1474921479.3858204,12595.847109270828,1474921479.3858204,12595.847109270828,0.0,0.0,278,15568
44:65:0d:56:cc:d3,138.236.128.36192.168.1.240,1.0,0.0,56.0,0.0,1474959606.1370857,1074.2253098928188,1474959606.1370857,1074.2253098928188,0.0,0.0,1.0,0.0,56.0,0.0,1474959605.939847,1074.2255250120475,1474959605.939847,1074.2255250120475,0.0,0.0,32,1792
f4:f2:6d:93:51:f1,149.171.37.162192.168.1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,252.0,0.0,1474910649.3938882,7296.380958417828,1474910650.6018143,7296.382387062179,0.18992557142857142,0.0014771278460138097,98,3528
f4:f2:6d:93:51:f1,149.171.37.162192.168.1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,252.0,0.0,1474933274.5092065,5723.751677123649,1474933275.7154403,5723.7530523762225,0.19023627272727273,0.0016093213753803801,77,2772
f4:f2:6d:93:51:f1,149.171.37.162192.168.1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,252.0,0.0,1474964044.667315,12006.245249756315,1474964045.9106605,12006.280340897598,0.19728169565217388,0.007389293091063129,161,5796
70:5a:0f:e4:9b:c0,15.72.162.53192.168.1.236,1.2262396694214877,0.4183960819624673,2.3357438016528924,17.469923483314822,1474941646.9480872,24927.325505107085,1474941647.1564643,24927.34489704458,0.2083767055785124,0.40553773328935505,1.2262396694214877,0.4183960819624673,91.6900826446281,33.42926145580804,1474941646.7477546,24927.32541041326,1474941646.959756,24927.345056933576,0.21200139876033058,0.4047228341057226,2374,91017
08:21:ef:3b:fc:e3,172.217.25.165192.168.1.239,40.75,70.58107040843176,43359.5,75100.85699078273,368725546.7999735,638651381.1061699,368725548.172743,638651383.4838765,3.55e-05,6.148780366869515e-05,34.5,53.50467269313962,3074.0,2283.4730127592925,1474918237.5139103,9266.770053980024,1474918242.1258602,9266.246472335193,0.2051705,0.3549715094937198,301,185734
08:21:ef:3b:fc:e3,172.217.25.170192.168.1.239,2.5,4.330127018922194,1165.75,2019.1382289234186,368736487.5742208,638670331.0830404,368736487.70481324,638670331.3092332,0.01297225,0.02246859608848537,5.5,4.716990566028302,645.25,942.7985932849073,1474961640.8591087,9061.558997392094,1474961644.4384284,9063.250279555761,0.21771775000000002,0.373413452982331,32,7244
08:21:ef:3b:fc:e3,172.217.25.170192.168.1.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,1474914794.41516,9074.938185406101,1474914794.41516,9074.938185406101,0.0,0.0,3,93
08:21:ef:3b:fc:e3,172.217.25.174192.168.1.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,1474920582.007654,14151.062870358548,1474920582.007654,14151.062870358548,0.0,0.0,7,161
08:21:ef:3b:fc:e3,172.217.25.174192.168.1.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,1474911079.377785,9138.859244832758,1474911079.377785,9138.859244832758,0.0,0.0,3,69
08:21:ef:3b:fc:e3,172.217.25.174192.168.1.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,1474911592.3069599,9016.896959887943,1474911592.3069599,9016.896959887943,0.0,0.0,3,69
08:21:ef:3b:fc:e3,172.217.25.40192.168.1.239,2.0,3.4641016151377544,1096.0,1898.3276850954894,368728343.90700376,638656225.8376606,368728343.9592985,638656225.9282377,0.0014925,0.0025850858302965494,3.25,3.344772040064913,230.75,359.83355527243424,1474919917.315619,4250.268411287432,1474919917.3784142,4250.172158091408,0.00117,0.0014148188930036242,21,5307
08:21:ef:3b:fc:e3,172.217.25.40192.168.1.239,2.0,3.4641016151377544,1096.0,1898.3276850954894,368735810.40513676,638669158.1917815,368735810.46122223,638669158.2889245,0.00312575,0.005413957811758419,3.75,3.112474899497183,242.5,354.1253309211302,1474944785.5439873,1066.985854988322,1474944788.9819071,1069.6369395324266,2.1117855,3.6533569373695545,23,5354
08:21:ef:3b:fc:e3,172.217.25.40192.168.1.239,2.0,3.4641016151377544,1096.0,1898.3276850954894,368736488.7097705,638670333.0498701,368736488.76031023,638670333.1374077,0.00163075,0.0028245418544429464,4.75,3.766629793329841,265.0,344.1249772974929,1474961644.1170144,9060.798246145157,1474961647.419351,9062.49683511376,0.205643,0.35389230211887907,27,5444
08:21:ef:3b:fc:e3,172.217.25.42192.168.1.239,3.1666666666666665,7.080881928749334,1186.0,2651.9766213147504,245824275.68878233,549679790.9597661,245824275.97416016,549679791.5978904,0.007690666666666666,0.017196853458958383,5.166666666666667,7.559026980299044,933.6666666666666,1963.083770216872,1474963683.2849195,8616.317425697142,1474963684.0137577,8615.860045011017,0.40900949999999997,0.5063964404241502,50,12718
08:21:ef:3b:fc:e3,172.217.25.42192.168.1.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,49.6,24.8,1474964885.3324125,1103.6014453068801,1474964887.6061456,1101.3974133012834,1.2998178,2.49061895044733,8,248
08:21:ef:3b:fc:e3,172.217.25.46192.168.1.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,0.5749595745760689,27.181818181818183,13.224070215249585,1474930410.7816782,12409.69056095887,1474930410.8178957,12409.65702350455,0.018589545454545456,0.05878530430359372,13,299
44:65:0d:56:cc:d3,173.71.69.90192.168.1.240,0.8333333333333334,0.37267799624996495,46.666666666666664,20.869967789998036,1229142875.4093854,549689404.6949923,1229142875.4093854,549689404.6949923,0.0,0.0,1.0,0.0,56.0,0.0,1474971477.0899131,91.23878023830754,1474971477.0899131,91.23878023830754,0.0,0.0,11,616
ec:1a:59:83:28:11,174.129.217.97192.168.1.193,1.028169014084507,0.16545549471085533,80.0,0.0,1474975190.608327,5539.656746136193,1474975190.6104288,5539.658695115781,0.0021016197183098594,0.017569313896650823,2.0,0.0,148.0,0.0,1474975190.4023128,5539.656113890725,1474975190.612429,5539.658692339997,0.21011632394366195,0.02228516110966652,215,16188
ec:1a:59:83:28:11,174.129.217.97192.168.1.193,1.1124497991967872,0.4519098500144916,81.62248995983936,18.349629200397153,1474932046.72751,19428.339998292264,1474932046.8049912,19428.382982222167,0.03505039357429719,0.2035017934005563,2.036144578313253,0.4511239813698567,148.85140562248995,13.407949150927742,1474932046.5068822,19428.33807387333,1474932046.8077059,19428.383112973028,0.2659670080321285,0.2748476278647123,784,57388
ec:1a:59:79:f4:89,174.129.217.97192.168.1.223,1.0731707317073171,0.34146341463414637,80.66666666666667,10.434983894999018,1474931530.0716116,19192.98351103422,1474931530.1398945,19193.05725204404,0.03273533739837399,0.22094955806472188,2.024390243902439,0.3817677034755738,148.8617886178862,13.48912552280361,1474931529.8637104,19192.983370256454,1474931530.1424382,19193.05768018309,0.24217223577235772,0.22678174574565843,762,56464
ec:1a:59:79:f4:89,174.129.217.97192.168.1.223,1.0,0.0,80.0,0.0,1474974715.7407494,5773.47571168334,1474974715.7407494,5773.47571168334,0.0,0.0,2.0135135135135136,0.11545951007185855,148.0,0.0,1474974715.522921,5773.474545371669,1474974715.7426746,5773.475646161245,0.21972854054054053,0.004872983408796969,223,16872
14:cc:20:51:33:ea,176.32.100.25192.168.1.240,2.5405405405405403,1.1989769196118287,64.39189189189189,71.79057710650898,1474978154.072259,1301.547180140322,1474978154.6827064,1301.5727311923795,0.3764619729729729,1.1014603462145027,2.3513513513513513,0.8766094454176677,54.45945945945946,68.45795497754673,1474978154.1570678,1301.580936770818,1474978154.4857094,1301.5759164663955,0.16788508108108105,1.1595135405823096,362,8795
14:cc:20:51:33:ea,176.32.100.25192.168.1.240,2.5588235294117645,1.2173060050926396,68.22058823529412,84.69267028293521,1474969183.2440722,1177.7213815154983,1474969183.7325802,1177.620743518864,0.25178810294117643,0.07371773980092615,2.3970588235294117,0.9415210766181834,56.30882352941177,72.15348374308044,1474969183.3063564,1177.72037552948,1474969183.5311284,1177.6181462322425,0.08192716176470588,0.3829974343919064,337,8468
14:cc:20:51:33:ea,176.32.100.25192.168.1.240,2.5342465753424657,1.1477457570221046,66.35616438356165,108.10793311189704,1474982629.6090508,1264.3973582518604,1474982630.2224827,1264.174721428937,0.3521877123287671,0.5975629915971256,2.3972602739726026,0.9026555347690723,59.64383561643836,73.07818478956193,1474982629.746983,1264.3133235574144,1474982630.019241,1264.1828791946753,0.14427972602739725,0.6392801536580408,360,9198
14:cc:20:51:33:ea,176.32.100.25192.168.1.240,2.72,1.4656966489238716,68.44,73.4540654649784,1474913677.8937654,1298.9556203111713,1474913678.5604048,1299.0099955362086,0.37090383999999993,0.9897021901045188,2.48,1.0374327287427687,58.093333333333334,69.5064837902831,1474913677.9672775,1298.9876501920369,1474913678.3699043,1299.0294612573894,0.16997362666666666,1.017441903394479,390,9490
14:cc:20:51:33:ea,176.32.100.25192.168.1.240,2.274193548387097,0.9010630789331239,58.306451612903224,68.82178685179181,1474926690.6155741,1099.9921968491392,1474926690.9405372,1099.9071077075132,0.24158951612903223,0.06937766942164296,2.193548387096774,0.6681391992647735,52.32258064516129,68.57789877060891,1474926690.6487315,1099.9921941571665,1474926690.728704,1099.9175545547728,0.019001935483870965,0.0677463790571177,277,6859
14:cc:20:51:33:ea,176.32.100.25192.168.1.240,2.48,1.111875292767434,62.42666666666667,70.10015184640395,1474960478.6222308,1298.92302562041,1474960479.1649718,1298.9209495296598,0.35779427999999996,0.8339376248485824,2.32,0.8510385811857573,53.74666666666667,68.06978641234467,1474960478.6967618,1298.9370117945246,1474960478.9535415,1298.9240629174744,0.13182450666666665,0.8952373536148928,360,8713
14:cc:20:51:33:ea,176.32.100.25192.168.1.240,2.473684210526316,1.1058895468131946,65.32894736842105,74.88594628849626,1474909127.3262706,1316.0798517533403,1474909127.7309794,1315.9943224151816,0.2729579605263158,0.1344105394087204,2.276315789473684,0.7711693822154002,52.98684210526316,63.31801386257618,1474909127.4218094,1316.0654592682529,1474909127.527825,1316.0044626120034,0.035904078947368426,0.1160187026854272,361,8992
44:65:0d:56:cc:d3,176.32.100.25192.168.1.240,2.6962025316455698,3.1030994321102914,149.2405063291139,638.7256540519156,1474978126.0721886,1346.3190193642424,1474978126.3615625,1346.2769277781488,0.10873556962025316,0.6384466788946332,2.6455696202531644,3.540142222286243,153.27848101265823,666.943224135666,1474978125.8668532,1346.319410414482,1474978126.3931482,1346.2793345504938,0.35977884810126587,0.6402199918478594,422,23899
44:65:0d:56:cc:d3,176.32.100.25192.168.1.240,2.6857142857142855,2.440976719868252,108.15714285714286,480.3914366940563,1474969154.0036364,1211.5163276900482,1474969154.33219,1211.4842615049042,0.04338675714285715,0.12685859891834975,2.4857142857142858,2.5056670463049904,109.3,499.4264238675632,1474969153.7975652,1211.5181044101523,1474969154.3657346,1211.4863218227952,0.4341928571428572,1.0971646619247433,362,15222
44:65:0d:56:cc:d3,176.32.100.25192.168.1.240,2.356164383561644,0.7094250617109069,49.986301369863014,16.96127188197812,1474982600.247851,1264.1949682263244,1474982600.4843342,1263.954468124201,0.06951843835616438,0.27546891152126757,2.136986301369863,0.3438328876167434,46.61643835616438,14.097148392286476,1474982600.043159,1264.1949611819682,1474982600.5265586,1263.9527898327642,0.4456153287671233,0.9851283848665524,328,7052
44:65:0d:56:cc:d3,176.32.100.25192.168.1.240,2.141025641025641,0.5482924302652077,43.5,13.747493944119043,1474913688.3876724,1332.0099271638692,1474913688.4314497,1332.029858269084,0.015710858974358973,0.07136141464921028,2.0641025641025643,0.37002229973491824,45.91025641025641,18.517618704853934,1474913688.182235,1332.0095976842529,1474913688.464326,1332.0247234778838,0.262782,0.09769654410364202,328,6974
44:65:0d:56:cc:d3,176.32.100.25192.168.1.240,2.701492537313433,2.9372284904597037,157.88059701492537,890.4936669160284,1474926692.3349724,1132.7704430057606,1474926692.8024435,1132.6707997025187,0.028895985074626866,0.07723469435573405,2.611940298507463,3.0807792379288785,112.8955223880597,509.76717349588205,1474926692.1288388,1132.7703252441784,1474926692.8252745,1132.676340259138,0.27059419402985074,0.09604085450694949,356,18142
44:65:0d:56:cc:d3,176.32.100.25192.168.1.240,2.5443037974683542,2.321050986053301,100.0,453.00037723179867,1474960460.0940688,1348.468756173413,1474960460.293954,1348.3808165878509,0.06727759493670886,0.16252427238108308,2.3417721518987342,2.266353095426336,100.75949367088607,475.784208484037,1474960459.8768947,1348.4684055052621,1474960460.3246412,1348.3838972174794,0.3262862151898734,0.18729240447105336,386,15860
44:65:0d:56:cc:d3,176.32.100.25192.168.1.240,2.9743589743589745,3.686337766340419,196.51282051282053,940.7223321713432,1474909099.4135346,1350.1625165044231,1474909099.8398457,1350.1698408539155,0.044255115384615386,0.12481851829900271,2.8205128205128207,3.937797086044591,158.47435897435898,671.1673665770129,1474909099.2076302,1350.162518061673,1474909099.865296,1350.1682423420928,0.29689042307692304,0.12991557089475747,452,27689
14:cc:20:51:33:ea,176.32.98.204192.168.1.240,2.6266666666666665,1.3343995736743257,66.8,72.29919317207721,1474948002.601485,1298.9765282317924,1474948003.2685485,1298.84514821372,0.37441144,0.9536381078566755,2.4133333333333336,0.9810651807545148,56.45333333333333,69.08300192924128,1474948002.6867723,1298.9393569381862,1474948003.0661914,1298.8299089745187,0.1555837466666667,0.9832642964969167,378,9244
14:cc:20:51:33:ea,176.32.98.204192.168.1.240,2.6527777777777777,1.192100413162301,67.88888888888889,72.47864734518471,1474935143.3212438,1247.029747988853,1474935143.7665992,1246.9865019131912,0.26480580555555555,0.10301173753558902,2.4583333333333335,0.9418878796214428,58.875,71.73135404255086,1474935143.4281054,1247.057992858304,1474935143.5664809,1247.0042921125519,0.04793545833333333,0.10429719520223839,368,9127
